A1,A
DYSFUNKTIOUN1,Dysfunktioun
DYSKALKULIE1,Dyskalkulie
DYSLEXIE1,Dyslexie
DYSLEXIKER1,Dyslexiker
DYSLEXIKERIN1,Dyslexikerin
DYSPROSIUM1,Dysprosium
EBEN1,eben
EBEN2,eben
EBOLA1,Ebola
EBOLAFEIWER1,Ebolaféiwer
ECART1,Ecart
ECH1,ech
ECHANGE1,Echange
ECHANGEUR1,Echangeur
ECHANTILLON1,Echantillon
ECHEANCE1,Echeance
ECHEC1,Echec
ECHO1,Echo
ECHOGRAFIE1,Echografie
ECHOGRAPHIE1,Echographie
ECHT1,echt
ECHTZAIT1,Echtzäit
ECK1,Eck
ECKEG1,eckeg
ECKELCHEN1,Eckelchen
ECKZANT1,Eckzant
ECLAIR1,Eclair
ECLAT1,Eclat
ECRAN1,Ecran
ECUADOR1,Ecuador
ECUADORIANER1,Ecuadorianer
ECUADORIANERIN1,Ecuadorianerin
ECUADORIANESCH1,ecuadorianesch
EDEL1,edel
EDELGAS1,Edelgas
EDITEIEREN1,editéieren
EDITEUR1,Editeur
EDITIOUN1,Editioun
EDUCATEUR1,Educateur
EDUCATIOUN1,Educatioun
EDUCATIOUNSMINISTER1,Educatiounsminister
EDUCATIOUNSMINISTERE1,Educatiounsministère
EDUCATIOUNSMINISTERIN1,Educatiounsministerin
EDUCATIOUNSMINISTESCH1,Educatiounsministesch
EDUCATIOUNSPROJET1,Educatiounsprojet
EDUCATRICE1,Educatrice
EE1,Ee
EE2,ee
EECH1,Eech
EECH2,Eech
EECHEL1,Eechel
EECHELBUER1,Eechelbuer
EECHEN1,eechen
EECHENHOLZ1,Eechenholz
EECHTERNOACH1,Eechternoach
EED1,Eed
EEDEM1,Eedem
EEDERCHEN1,Eederchen
EEERKROCKETT1,Eeërkrockett
EEERSTACK1,Eeërstack
EEERSTACKKRIIBS1,Eeërstack-Kriibs
EEFALLEG1,eefälleg
EEFALLEGKEET1,Eefällegkeet
EEFALT1,Eefalt
EEFAMILLJENHAUS1,Eefamilljenhaus
EEGEMASS1,Eegemass
EEGEN1,eegen
EEGENAART1,Eegenaart
EEGENAARTEG1,eegenaarteg
EEGENDYNAMIK1,Eegendynamik
EEGENHANNEG1,eegenhänneg
EEGENNUMM1,Eegennumm
EEGENSCHAFT1,Eegenschaft
EEGENTEMER1,Eegentemer
EEGENTEMERIN1,Eegentemerin
EEGENTUM1,Eegentum
EEGESENNEG1,eegesënneg
EEGESTANNEG1,eegestänneg
EEGESTANNEGKEET1,Eegestännegkeet
EEGIEL1,Eegiel
EEGLEISEG1,eegleiseg
EEGNEN1,eegnen
EEKEL1,Eekel
EEKELEG1,eekeleg
EEKELEN1,eekelen
EEKLEG1,eekleg
EELEF1,eelef
EELEFHONNERT1,eelefhonnert
EELEFMETER1,Eelefmeter
EELEFT1,eeleft
EELENTER1,Eelenter
EELER1,eeler
EELZEN1,eelzen
EEMER1,Eemer
EEMERCHEN1,Eemerchen
EEMOL1,eemol
EEMOLEG1,eemoleg
EEN1,een
EEN2,een
EENAFOFZEG1,eenafofzeg
EENAFOFZEGST1,eenafofzegst
EENANACHZEG1,eenanachzeg
EENANACHZEGST1,eenanachzegst
EENANDRESSEG1,eenandrësseg
EENANDRESSEGST1,eenandrëssegst
EENANNONZEG1,eenannonzeg
EENANNONZEGST1,eenannonzegst
EENANUECHZEG1,eenanuechzeg
EENANUECHZEGST1,eenanuechzegst
EENANZWANZEG1,eenanzwanzeg
EENANZWANZEGST1,eenanzwanzegst
EENASECHZEG1,eenasechzeg
EENASECHZEGST1,eenasechzegst
EENASIECHZEG1,eenasiechzeg
EENASIECHZEGST1,eenasiechzegst
EENASIWWENZEG1,eenasiwwenzeg
EENASIWWENZEGST1,eenasiwwenzegst
EENAVEIERZEG1,eenavéierzeg
EENAVEIERZEGST1,eenavéierzegst
EENDEITEG1,eendeiteg
EENEEEG1,eeneeëg
EENEG1,eeneg
EENEGEN1,eenegen
EENEGERMOOSSEN1,eenegermoossen
EENEGKEET1,Eenegkeet
EENEGUNG1,Eenegung
EENELTER1,Eenelter
EENHEET1,Eenheet
EENHEETLECH1,eenheetlech
EENS1,eens
EENT1,eent
EENT2,eent
EENT3,Eent
EENTCHEN1,Eentchen
EENZEG1,eenzeg
EENZEG2,eenzeg
EENZEGAARTEG1,eenzegaarteg
EENZEL1,eenzel
EENZELFALL1,Eenzelfall
EENZELHANDEL1,Eenzelhandel
EENZELHEET1,Eenzelheet
EENZELKAND1,Eenzelkand
EENZELSTECK1,Eenzelstéck
EENZOCK1,eenzock
EESAITEG1,eesäiteg
EESAITEGKEET1,Eesäitegkeet
EESBECH1,Eesbech
EESCHELER1,Eescheler
EESCHPELT1,Eeschpelt
EESCHT1,Eescht
EESCHT2,eescht
EESCHTFALL1,Eeschtfall
EESCHTLECH1,eeschtlech
EESCHWELLER2,Eeschwëller
EESEBUER1,Eesebuer
EESELBUER1,Eeselbuer
EESS1,Eess
EESTEMMEG2,eestëmmeg
EESTEMMEGKEET1,Eestëmmegkeet
EETER1,Eeter
EETEREG1,eetereg
EETEREN1,eeteren
EETERFLECHT1,Eeterflecht
EEWAISS1,Eewäiss
EEZELL1,Eezell
EFEU1,Efeu
EFFEKT1,Effekt
EFFEKTIV1,effektiv
EFFENTLECH1,ëffentlech
EFFENTLECHKEET1,Ëffentlechkeet
EFFET1,Effet
EFFICACE1,efficace
EFFICACITEIT1,Efficacitéit
EFFIKASS1,effikass
EFFIKASSITEIT1,Effikassitéit
EFFIZIENT1,effizient
EFFIZIENZ1,Effizienz
EFFNUNG1,Ëffnung
EFFNUNGSZAITEN1,Ëffnungszäiten
EFFORT1,Effort
EGAL1,egal
EGALISEIEREN1,egaliséieren
EGALITAR1,egalitär
EGALITEIT1,Egalitéit
EGOISMUS1,Egoismus
EGOIST1,Egoist
EGOISTESCH1,egoistesch
EGOZENTRESCH1,egozentresch
EGOZENTRIKER1,Egozentriker
EGOZENTRIKERIN1,Egozentrikerin
EGOZENTRISMUS1,Egozentrismus
EICHEN1,eichen
EIDECHS1,Eidechs
EIDEL1,eidel
EIDELMAACHEN1,eidelmaachen
EIDERINT1,Eiderint
EIER1,Éier
EIER2,éier
EIERBAR1,éierbar
EIERBARKEET1,Éierbarkeet
EIERCHEN1,Éierchen
EIEREGAASCHT1,Éieregaascht
EIEREMEMBER1,Éieremember
EIEREN1,éieren
EIEREN2,éieren
EIERENAMTLECH1,éierenamtlech
EIERENHAFT1,éierenhaft
EIEREWAIN1,Éierewäin
EIERGAIZ1,Éiergäiz
EIERGAIZEG1,éiergäizeg
EIERGEFILL1,Éiergefill
EIERLECH1,éierlech
EIERLECHKEET1,Éierlechkeet
EIERUNG1,Éierung
EIGENTLECH1,eigentlech
EIGENTLECH2,eigentlech
EIGENTLECH3,eigentlech
EIL1,Eil
EIL2,Éil
EILEITERENTZUNDUNG1,Eileiterentzündung
EILEITERSCHWANGERSCHAFT1,Eileiterschwangerschaft
EILENG1,Éileng
EILERENG1,Éilereng
EILESEECH1,Eileseech
EIMERENG1,Éimereng
EIMESCHBAACH1,Éimeschbaach
EIMISCHBAACH1,Éimischbaach
EINBAHN1,Einbahn
EINEN1,Éinen
EINESCHT1,éinescht
EINFACH1,einfach
EINFACH2,einfach
EINHEIMESCH1,einheimesch
EINLAG1,Einlag
EINSAM1,einsam
EINSTEINIUM1,Einsteinium
EINZAHL1,Einzahl
EIS1,eis
EIS2,eis
EIS3,eis
EISCHT1,éischt
EISCHT2,Éischt
EISCHTENS1,éischtens
EISCHTER1,éischter
EISCHTHELLEFCOURS1,Éischt-Hëllef-Cours
EISCHTKLASSEG1,éischtklasseg
EISEBUNN1,Eisebunn
EISEBUNNER1,Eisebunner
EISEBUNNSBRECK1,Eisebunnsbréck
EISEBUNNSGESELLSCHAFT1,Eisebunnsgesellschaft
EISEBUNNSLINN1,Eisebunnslinn
EISEBUNNSSCHWELL1,Eisebunnsschwell
EISEBUNNSSTRECK1,Eisebunnsstreck
EISEBUNNSWAGGON1,Eisebunnswaggon
EISEGELANNER1,Eisegelänner
EISEKETTEN1,Eiseketten
EISEKUCH1,Eisekuch
EISEM1,eisem
EISEMANGEL1,Eisemangel
EISEN2,Eisen
EISEN3,eisen
EISEN4,eisen
EISENDIER1,Eisendier
EISENHALTEG1,eisenhalteg
EISER1,eiser
EISER2,eiser
EISERSAITS1,eisersäits
EISLEK1,Éislek
EISLEKERPOUFANK1,Éisleker_Poufank
EISSER1,Éisser
EISSERIN1,Éisserin
EIST1,eist
EISTRAICH1,Éisträich
EISTRAICHER1,Éisträicher
EISTRAICHERIN1,Éisträicherin
EISTRAICHESCH1,éisträichesch
EITER1,Éiter
EITERMILLEN1,Éitermillen
EIWEG1,éiweg
EIWEGKEET1,Éiwegkeet
EJAKULATIOUN1,Ejakulatioun
EJAKULEIEREN1,ejakuléieren
EKG1,EKG
EKIPP1,Ekipp
EKLAMPSIE1,Eklampsie
EKO1,Eko
EKOLOGESCH1,ekologesch
EKOLOGIE1,Ekologie
EKOLOGIST1,Ekologist
EKOLOGISTIN1,Ekologistin
EKONOMESCH1,ekonomesch
EKONOMIE1,Ekonomie
EKONOMIST1,Ekonomist
EKONOMISTIN1,Ekonomistin
EKZEMA1,Ekzema
ELABORATIOUN1,Elaboratioun
ELABOREIEREN1,elaboréieren
ELABOREIERT1,elaboréiert
ELAN1,Elan
ELASTESCH1,elastesch
ELASTIZITEIT1,Elastizitéit
ELAUTER1,elauter
ELBLING1,Elbling
ELCH1,Elch
ELCHERT1,Elchert
ELEFANT1,Elefant
ELEGANT1,elegant
ELEGANZ1,Eleganz
ELEI1,elei
ELEKTRESCH1,Elektresch
ELEKTRESCH2,elektresch
ELEKTRICITEIT1,Elektricitéit
ELEKTRIFIZEIEREN1,elektrifizéieren
ELEKTRIKER1,Elektriker
ELEKTRIKERIN1,Elektrikerin
ELEKTRISEIEREN1,elektriséieren
ELEKTRIZITEIT1,Elektrizitéit
ELEKTROAUTO1,Elektroauto
ELEKTROKARDIOGRAMM1,Elektrokardiogramm
ELEKTRON1,Elektron
ELEKTRONESCH1,elektronesch
ELEKTRONIK1,Elektronik
ELEKTROSTATESCH1,elektrostatesch
ELEKTROTECHNIK1,Elektrotechnik
ELEMENT1,Element
ELEMENTAR1,elementar
ELENG1,eleng
ELENG2,eleng
ELFENBEINKUST1,Elfenbeinküst
ELIMINATIOUN1,Eliminatioun
ELIMINEIEREN1,eliminéieren
ELITAR1,elitär
ELITE1,Elite
ELITTEZALDOT1,Elittezaldot
ELITTEZALDOTIN1,Elittezaldotin
ELL1,Ell
ELLEN1,ellen
ELLEN2,ellen
ELLENG1,Elleng
ELLENGERGARE1,Ellenger_Gare
ELO1,elo
ELSALVADOR1,El_Salvador
ELSTER1,Elster
ELTEREN1,Elteren
ELTERENDEEL1,Elterendeel
ELTERENHAUS1,Elterenhaus
ELTEREVEREENEGUNG1,Elterevereenegung
ELTERLECH1,elterlech
ELWEN1,Ëlwen
ELWENG1,Elweng
ELZ1,Elz
EM1,ëm
EM2,ëm
EM3,ëm
EM4,em
EMAERBELEN1,ëmäerbelen
EMAERMELEN1,ëmäermelen
EMAIL1,Email
EMAIL3,E-Mail
EMAILLEIEREN1,emailléieren
EMANNEREN1,ëmänneren
EMANNERUNG1,Ëmännerung
EMANZIPATIOUN1,Emanzipatioun
EMANZIPEIEREN1,emanzipéieren
EMBALLAGE1,Emballage
EMBARGO1,Embargo
EMBAU1,Ëmbau
EMBAUAARBECHTEN1,Ëmbauaarbechten
EMBAUEN1,ëmbauen
EMBENENNEN1,ëmbenennen
EMBETEIEREN1,embêtéieren
EMBETEIERT2,embêtéiert
EMBILDEN1,ëmbilden
EMBITZEN1,ëmbitzen
EMBLIEDEREN1,ëmbliederen
EMBLOSEN1,ëmblosen
EMBOLIE1,Embolie
EMBRENGEN1,ëmbréngen
EMBROCH1,Ëmbroch
EMBRYO1,Embryo
EMBUCHEN1,ëmbuchen
EMDEEFEN1,ëmdeefen
EMDENKEN1,ëmdenken
EMDEPPEN1,ëmdëppen
EMDINN1,ëmdinn
EMDIRIGEIEREN1,ëmdirigéieren
EMDISPONEIEREN1,ëmdisponéieren
EMDOEN1,ëmdoen
EMDREIEN1,ëmdréien
EMDREINEN1,ëmdréinen
EMDREIUNG1,Ëmdréiung
EMERINGERHAFF1,Emeringerhaff
EMFAASSEN1,ëmfaassen
EMFALEN1,ëmfalen
EMFANG1,Ëmfang
EMFANK1,Ëmfank
EMFELD1,Ëmfeld
EMFELLEN1,ëmfëllen
EMFONCTIONNEIEREN1,ëmfonctionnéieren
EMFRO1,Ëmfro
EMFROEN1,ëmfroen
EMFUEREN2,ëmfueren
EMFUNKTIONEIEREN1,ëmfunktionéieren
EMGAACHELEN1,ëmgaachelen
EMGANG1,Ëmgang
EMGANGLECH1,ëmgänglech
EMGANGSFORM1,Ëmgangsform
EMGANGSSPROOCHLECH1,ëmgangssproochlech
EMGANK1,Ëmgank
EMGANKSFORM1,Ëmganksform
EMGEHEIEN1,ëmgeheien
EMGEIGEND1,Ëmgéigend
EMGEKEIERT1,ëmgekéiert
EMGEREITS1,Ëmgeréits
EMGOEN1,ëmgoen
EMGOEN2,ëmgoen
EMGOEN3,ëmgoen
EMGRUEWEN1,ëmgruewen
EMHAEN1,ëmhaen
EMHANKEN1,ëmhänken
EMHEIEREN1,ëmhéieren
EMHUNN1,ëmhunn
EMIGRANT1,Emigrant
EMIGRANTIN1,Emigrantin
EMIGRATIOUN1,Emigratioun
EMIGREIEREN1,emigréieren
EMIRATER1,Emirater
EMIRATERIN1,Emiraterin
EMIRATESCH1,emiratesch
EMISSIOUN1,Emissioun
EMKIPPEN3,ëmkippen
EMKLAMMEN1,ëmklammen
EMKLAPPEN1,ëmklappen
EMKNECKEN1,ëmknécken
EMKNECKSEN1,ëmknécksen
EMKOMMEN1,ëmkommen
EMKREES1,Ëmkrees
EMKUCKEN1,ëmkucken
EMLAF1,Ëmlaf
EMLAUT1,Ëmlaut
EMLEEDEN1,ëmleeden
EMLEEDUNG1,Ëmleedung
EMLEEEN1,ëmleeën
EMLEIEN1,ëmleien
EMLUEDEN1,ëmlueden
EMMELLEN1,ëmmellen
EMMENTALER1,Emmentaler
EMMER1,ëmmer
EMMERDEIEREN1,emmerdéieren
EMMERDEUR1,Emmerdeur
EMMERDEUSE1,Emmerdeuse
EMMERHIN1,ëmmerhin
EMMODELEN1,ëmmodelen
EMOL1,emol
EMOTIONAL1,emotional
EMOTIOUN1,Emotioun
EMPAKEN1,ëmpaken
EMPEG1,ëmpeg
EMPFANG2,Empfang
EMPFANGER1,Empfänger
EMPFANGERIN1,Empfängerin
EMPFANK2,Empfank
EMPFANKEN1,empfänken
EMPFANNEN1,empfannen
EMPFEELEN1,empfeelen
EMPFEELUNG1,Empfeelung
EMPFEHLEN1,empfehlen
EMPFEHLUNG1,Empfehlung
EMPFIELEN1,empfielen
EMPFIELUNG1,Empfielung
EMPFINDLECH1,empfindlech
EMPFINDLECHKEET1,Empfindlechkeet
EMPLANZEN1,ëmplanzen
EMPLOUEN1,ëmplouen
EMPLOYE1,Employé
EMPLOYEE1,Employée
EMPLOYEUR1,Employeur
EMPOLEN1,ëmpolen
EMPROGRAMMEIEREN1,ëmprogramméieren
EMPUCHEN1,ëmpuchen
EMQUARTEIEREN1,ëmquartéieren
EMRAISSEN1,ëmräissen
EMRAISSEN2,ëmräissen
EMRAPPEN1,ëmrappen
EMRAUMEN2,ëmraumen
EMRECHNEN1,ëmrechnen
EMRENNEN1,ëmrennen
EMRESS1,Ëmrëss
EMSAZ1,Ëmsaz
EMSCHAFFEN1,ëmschaffen
EMSCHALTEN1,ëmschalten
EMSCHEDDEN1,ëmschëdden
EMSCHLAG1,Ëmschlag
EMSCHLOEN1,ëmschloen
EMSCHMAISSEN1,ëmschmäissen
EMSCHOULEN1,ëmschoulen
EMSCHREIWEN1,ëmschreiwen
EMSCHREIWEN2,ëmschreiwen
EMSCHREIWUNG1,Ëmschreiwung
EMSCHWAERMEN1,ëmschwäermen
EMSCHWONG1,Ëmschwong
EMSCHWONK1,Ëmschwonk
EMSEEEN1,ëmseeën
EMSETZEN1,ëmsetzen
EMSETZUNG1,Ëmsetzung
EMSINN1,ëmsinn
EMSOSS1,ëmsoss
EMSOU1,ëmsou
EMSPRANGEN1,ëmsprangen
EMSTAND1,Ëmstand
EMSTANDLECH1,ëmständlech
EMSTEIGEN1,ëmsteigen
EMSTELLEN1,ëmstellen
EMSTELLEN2,ëmstellen
EMSTELLUNG1,Ëmstellung
EMSTEMMEN1,ëmstëmmen
EMSTOUSSEN1,ëmstoussen
EMSTRIDDEN1,ëmstridden
EMSTRUKTUREIEREN1,ëmstrukturéieren
EMSUEDELEN1,ëmsuedelen
EMTAUSCHEN1,ëmtauschen
EMTIPPEN1,ëmtippen
EMTRELLEN1,ëmtrëllen
EMVERDEELEN1,ëmverdeelen
EMWANDELEN1,ëmwandelen
EMWEE1,Ëmwee
EMWELT1,Ëmwelt
EMWELTBELAASCHTUNG1,Ëmweltbelaaschtung
EMWELTBEWOSST1,ëmweltbewosst
EMWELTFRENDLECH1,ëmweltfrëndlech
EMWELTKOMMISSIOUN1,Ëmweltkommissioun
EMWELTMINISTER1,Ëmweltminister
EMWELTMINISTERE1,Ëmweltministère
EMWELTMINISTERIN1,Ëmweltministerin
EMWELTMINISTESCH1,Ëmweltministesch
EMWELTOFKOMMES1,Ëmweltofkommes
EMWELTORGANISATIOUN1,Ëmweltorganisatioun
EMWELTPROBLEMATIK1,Ëmweltproblematik
EMWELTSCHIEDLECH1,ëmweltschiedlech
EMWELTSCHUTZ1,Ëmweltschutz
EMWELTSCHUTZER1,Ëmweltschützer
EMWELTSCHUTZERIN1,Ëmweltschützerin
EMWELTVERSCHMOTZUNG1,Ëmweltverschmotzung
EMWELTVIRSCHREFT1,Ëmweltvirschrëft
EMWIESSELEN1,ëmwiesselen
EMZENGELEN1,ëmzéngelen
EMZUCH1,Ëmzuch
EN1,en
EN2,en
ENANER1,-enaner
ENCADREIEREN1,encadréieren
ENCADREMENT1,Encadrement
ENCHANTEIERT1,enchantéiert
ENCODAGE1,Encodage
ENCODEIEREN1,encodéieren
ENCOURAGEIEREN1,encouragéieren
ENCOURAGEMENT1,Encouragement
ENDEFFEKT1,Endeffekt
ENDEGEN1,endegen
ENDGULTEG1,endgülteg
ENDLECH1,endlech
ENDLOS1,endlos
ENDOCTRINEIEREN1,endoctrinéieren
ENDOMETRIOS1,Endometrios
ENDOMETRIOSE1,Endometriose
ENDOSKOP1,Endoskop
ENDOSKOPIE1,Endoskopie
ENDPRODUKT1,Endprodukt
ENDRESULTAT1,Endresultat
ENDUNG1,Endung
ENEEN1,-eneen
ENERGESCH1,energesch
ENERGETESCH1,energetesch
ENERGIE1,Energie
ENERGIELEESCHTUNG1,Energieleeschtung
ENERGIELEESCHTUNGSKLASS1,Energieleeschtungsklass
ENERGIEMANGEL1,Energiemangel
ENERGIEPASS1,Energiepass
ENERGIEPRAIS1,Energiepräis
ENERGIEQUELL1,Energiequell
ENERGIEVERBRAUCH1,Energieverbrauch
ENG1,eng
ENG2,eng
ENGAGEIEREN1,engagéieren
ENGAGEIERT1,engagéiert
ENGAGEMENT1,Engagement
ENGEL1,Engel
ENGELSGEDOLD1,Engelsgedold
ENGELSHAFF1,Engelshaff
ENGEM1,engem
ENGEM2,engem
ENGER1,enger
ENGER2,enger
ENGERSAITS1,engersäits
ENGES1,enges
ENGES2,enges
ENGLAND1,England
ENGLANNER1,Englänner
ENGLANNERIN1,Englännerin
ENGLESCH1,englesch
ENGLESCH2,Englesch
ENGLESCHEPANEWIPPCHEN1,Englesche_Panewippchen
ENGLESCHPROFESSER1,Engleschprofesser
ENGLESCHPROFESSESCH1,Engleschprofessesch
ENGLESCHPROFESSORIN1,Engleschprofessorin
ENGLESCHPROFF1,Engleschproff
ENGLESCHPROFF2,Engleschproff
ENIICHTER1,eniichter
ENK1,enk
ENKEL1,Enkel
ENKEL2,Enkel
ENKELCHEN1,Enkelchen
ENKELIN1,Enkelin
ENKELKAND1,Enkelkand
ENKELKENDCHEN1,Enkelkëndchen
ENN1,Enn
ENN2,Ënn
ENNCHEN1,Ënnchen
ENNEN1,ënnen
ENNENAN1,ënnenan
ENNENEREM1,ënnenerëm
ENNENHIN1,ënnenhin
ENNER1,ënner
ENNERBANNEN1,ënnerbannen
ENNERBELIICHT1,ënnerbeliicht
ENNERBESAT1,ënnerbesat
ENNERBEWOSSTSINN1,Ënnerbewosstsinn
ENNERBIDDEN1,ënnerbidden
ENNERBOTTEREN1,ënnerbotteren
ENNERBOX1,Ënnerbox
ENNERBREEDEN1,ënnerbreeden
ENNERBRENGEN1,ënnerbréngen
ENNERBRIECHEN1,ënnerbriechen
ENNERBRIECHUNG1,Ënnerbriechung
ENNERDAACH1,Ënnerdaach
ENNERDAACH2,ënnerdaach
ENNERDAUCHEN1,ënnerdauchen
ENNERDEELEN1,ënnerdeelen
ENNERDEELUNG1,Ënnerdeelung
ENNERDRECKEN1,ënnerdrécken
ENNERDREIWEN1,ënnerdreiwen
ENNEREESBECH1,Ënnereesbech
ENNEREM2,ënnerem
ENNERENANER1,ënnerenaner
ENNERENEEN1,ënnereneen
ENNERENTWECKELT1,ënnerentwéckelt
ENNERERNAERT1,ënnerernäert
ENNERERNAHRUNG1,Ënnerernährung
ENNERERNARUNG1,Ënnerernärung
ENNERERNIERT1,ënnererniert
ENNERFUERDEREN1,ënnerfuerderen
ENNERFUNKTIOUN1,Ënnerfunktioun
ENNERGANG1,Ënnergang
ENNERGANK1,Ënnergank
ENNERGEWIICHT1,Ënnergewiicht
ENNERGOEN1,ënnergoen
ENNERGRUEWEN1,ënnergruewen
ENNERGRUEWEN2,ënnergruewen
ENNERHALEN1,ënnerhalen
ENNERHALT1,Ënnerhalt
ENNERHUELEN1,ënnerhuelen
ENNERIERDESCH1,ënnerierdesch
ENNERKIFER1,Ënnerkifer
ENNERKOMMEN1,ënnerkommen
ENNERKREIEN1,ënnerkréien
ENNERLAFEN1,ënnerlafen
ENNERLAG1,Ënnerlag
ENNERLECH2,ënnerlech
ENNERLEEEN1,ënnerleeën
ENNERLEIEN1,ënnerleien
ENNERLEIF1,Ënnerleif
ENNERLOOSSEN1,ënnerloossen
ENNERMAUEREN1,ënnermaueren
ENNEROFFIZEIER1,Ënneroffizéier
ENNEROFFIZEIESCH1,Ënneroffizéiesch
ENNERPLOUEN1,ënnerplouen
ENNERRIICHTEN1,ënnerriichten
ENNERSCHAREN1,ënnerschären
ENNERSCHATZEN1,ënnerschätzen
ENNERSCHEED1,Ënnerscheed
ENNERSCHEEDEN1,ënnerscheeden
ENNERSCHIDDLECH1,ënnerschiddlech
ENNERSCHLENNER1,Ënnerschlënner
ENNERSCHLOEN1,ënnerschloen
ENNERSCHREFT1,Ënnerschrëft
ENNERSCHREIWEN1,ënnerschreiwen
ENNERSICHEN1,ënnersichen
ENNERSICHUNG1,Ënnersichung
ENNERSTAD1,Ënnerstad
ENNERSTAND1,Ënnerstand
ENNERSTELLEN1,ënnerstellen
ENNERSTELLEN2,ënnerstellen
ENNERSTELLUNG1,Ënnerstellung
ENNERSTETZEN1,ënnerstëtzen
ENNERSTETZUNG1,Ënnerstëtzung
ENNERSTOEN2,ënnerstoen
ENNERSTRAICHEN1,ënnersträichen
ENNERT1,ënnert
ENNERTAUCHEN1,ënnertauchen
ENNERTENANER1,ënnertenaner
ENNERTENEEN1,ënnerteneen
ENNERTITEL1,Ënnertitel
ENNERUERDNEN1,ënneruerdnen
ENNERWANDEREN1,ënnerwanderen
ENNERWASCH1,Ënnerwäsch
ENNERWEE1,ënnerwee
ENNERWERFEN1,ënnerwerfen
ENNERZEECHNUNG1,Ënnerzeechnung
ENNERZOCKER2,Ënnerzocker
ENNESCHT1,ënnescht
ENNESCHTMILLEN1,Ënnescht_Millen
ENORM1,enorm
ENORM2,enorm
ENQUETE1,Enquête
ENQUETEIEREN1,enquêtéieren
ENQUETEUR1,Enquêteur
ENQUETEUSE1,Enquêteuse
ENQUETRICE1,Enquêtrice
ENREGISTREIEREN1,enregistréieren
ENSBER1,Ënsber
ENSEIGNANT1,Enseignant
ENSEIGNANTE1,Enseignante
ENSEIGNEIEREN1,enseignéieren
ENSEIGNEMENT1,Enseignement
ENSEMBEL1,Ensembel
ENTAMEIEREN1,entaméieren
ENTBANNEN1,entbannen
ENTBIEREN1,entbieren
ENTDAACHEN1,entdaachen
ENTDECKEN1,entdecken
ENTDECKER1,Entdecker
ENTDECKERIN1,Entdeckerin
ENTDECKUNG1,Entdeckung
ENTDEEEN1,entdeeën
ENTEEGNEN1,enteegnen
ENTEEGNUNG1,Enteegnung
ENTENTE1,Entente
ENTERTAINER1,Entertainer
ENTESCHBAACH1,Enteschbaach
ENTFALEN1,entfalen
ENTFALEN2,entfalen
ENTFEIEREN1,entféieren
ENTFEIERER1,Entféierer
ENTFEIERUNG1,Entféierung
ENTFUEREN1,entfueren
ENTGEESCHTERT1,entgeeschtert
ENTGEINT1,entgéint
ENTGEINTGESAT1,entgéintgesat
ENTGEINTGOEN1,entgéintgoen
ENTGEINTHALEN1,entgéinthalen
ENTGEINTHUELEN1,entgéinthuelen
ENTGEINTKOMMEN1,entgéintkommen
ENTGEINTKUCKEN1,entgéintkucken
ENTGEINTLAFEN1,entgéintlafen
ENTGLEISEN1,entgleisen
ENTGOEN1,entgoen
ENTHALEN1,enthalen
ENTHALUNG1,Enthalung
ENTHUSIASMUS1,Enthusiasmus
ENTHUSIAST1,Enthusiast
ENTHUSIASTIN1,Enthusiastin
ENTIERWEN1,entierwen
ENTKALLEKEN1,entkalleken
ENTKOMMEN1,entkommen
ENTLAASCHTEN1,entlaaschten
ENTLAASCHTUNG1,Entlaaschtung
ENTLARVEN1,entlarven
ENTLEEEN1,entleeën
ENTLEFTEN1,entlëften
ENTLOOSSEN1,entloossen
ENTLOOSSUNG1,Entloossung
ENTMILITARISEIEREN1,entmilitariséieren
ENTNAIPEN1,entnäipen
ENTOURAGE1,Entourage
ENTRECOTE1,Entrecôte
ENTREE1,Entrée
ENTREE2,Entrée
ENTREPRENER1,Entreprener
ENTREPRENESCH1,Entreprenesch
ENTREPRENEUR1,Entrepreneur
ENTREPRENEURIN1,Entrepreneurin
ENTREPRISE1,Entreprise
ENTRETEMPS1,entre-temps
ENTRETIEN1,Entretien
ENTREVUE1,Entrevue
ENTSAT1,entsat
ENTSCHAERFEN1,entschäerfen
ENTSCHEEDEN1,entscheeden
ENTSCHEEDEND1,entscheedend
ENTSCHEEDUNG1,Entscheedung
ENTSCHELLEGEN1,entschëllegen
ENTSCHELLEGUNG1,Entschëllegung
ENTSCHIEDEGEN1,entschiedegen
ENTSCHIEDEGUNG1,Entschiedegung
ENTSCHLAKEN1,entschlaken
ENTSCHLEISSEN1,entschléissen
ENTSCHLESSELEN1,entschlësselen
ENTSCHLOFEN1,entschlofen
ENTSPANEN1,entspanen
ENTSPANUNG1,Entspanung
ENTSPRANGEN1,entsprangen
ENTSPRIECHEN1,entspriechen
ENTSPRIECHEND1,entspriechend
ENTSTEEUNG1,Entsteeung
ENTSTEHUNG1,Entstehung
ENTSTELLEN1,entstellen
ENTSTOEN1,entstoen
ENTSUERGEN1,entsuergen
ENTSUERGUNG1,Entsuergung
ENTTAUSCHEN1,enttäuschen
ENTTAUSCHUNG1,Enttäuschung
ENTTOMPEN1,enttompen
ENTWAERTEN1,entwäerten
ENTWAERTUNG1,Entwäertung
ENTWARNUNG1,Entwarnung
ENTWASSEREN1,entwässeren
ENTWECKELEN1,entwéckelen
ENTWECKLUNG1,Entwécklung
ENTWECKLUNGSHELLEF1,Entwécklungshëllef
